date,close,rate,mean,pos,neg,neu
2023/7/14,1.1227,0.0267,0.825,1,0,0
2023/7/17,1.1234,0.0623,-0.4,0,1,0
2023/7/18,1.1226,-0.0712,0.6,1,0,0
2023/7/19,1.1198,0,0,0,0,0
2023/7/20,1.1128,0,0,0,0,0
2023/7/21,1.1123,0,0,0,0,0
2023/7/24,1.1062,0,0,0,0,0
2023/7/25,1.1053,0,0,0,0,0
2023/7/26,1.1083,0.2714,-0.2,0,1,0
2023/7/27,1.0973,-0.9925,-0.2333,0,1,0
2023/7/28,1.1015,0.3828,-0.375,0,1,0
2023/7/31,1.0993,0,0,0,0,0
2023/8/1,1.0982,-0.1001,-0.3,0,1,0
2023/8/2,1.0936,-0.4189,-0.2,0,1,0
2023/8/3,1.0944,0.0732,0.2,1,0,0
2023/8/4,1.101,0.6031,0.375,1,0,0
2023/8/7,1.1002,0,0,0,0,0
2023/8/8,1.0954,-0.4363,-0.15,0,1,0
2023/8/9,1.0973,0.1735,0.3,1,0,0
2023/8/10,1.0979,0.0547,0.45,1,0,0
2023/8/11,1.0944,-0.3188,0.0667,1,0,0
2023/8/14,1.0904,-0.3655,-0.6,0,1,0
2023/8/15,1.0904,0,-0.5,0,1,0
2023/8/16,1.0874,0,0,0,0,0
2023/8/17,1.0871,-0.0276,0.4,1,0,0
2023/8/18,1.0865,-0.0552,0,0,0,1
2023/8/21,1.0891,0.2393,0,0,0,1
2023/8/22,1.0844,-0.4315,-0.425,0,1,0
2023/8/23,1.0859,0.1383,-0.42,0,1,0
2023/8/24,1.0809,-0.4604,-0.4,0,1,0
2023/8/25,1.08,-0.0833,-0.4667,0,1,0
2023/8/28,1.0817,0.1574,0.4,1,0,0
2023/8/29,1.0877,0.5547,-0.075,0,1,0
2023/8/30,1.0924,0.4321,0.4667,1,0,0
2023/8/31,1.0841,-0.7598,-0.25,0,1,0
2023/9/1,1.0773,-0.6272,-0.1,0,1,0
2023/9/4,1.0794,0.1949,0,0,0,1
2023/9/5,1.072,-0.6856,-0.45,0,1,0
2023/9/6,1.0727,0.0653,-0.2,0,1,0
2023/9/7,1.0699,-0.261,0,0,0,1
2023/9/8,1.0699,0,0,0,0,0
2023/9/11,1.0748,0.458,0.1,1,0,0
